City;State;Median Age;Male Population;Female Population;Total Population;Number of Veterans;Foreign-born;Average Household Size;State Code;Race;Count
Mount Pleasant;South Carolina;42.7;39429;41880;81309;3981;4701;2.53;SC;Asian;1827
Woodbury;Minnesota;37.7;31982;35868;67850;2732;9477;2.72;MN;Black or African-American;6054
Chico;California;29.9;46168;44168;90336;4519;8425;2.5;CA;American Indian and Alaska Native;2766
Rochester Hills;Michigan;41.2;36356;37076;73432;3053;13708;2.66;MI;Hispanic or Latino;3395
Reno;Nevada;35.7;122292;119151;241443;17089;37070;2.46;NV;Black or African-American;9427
Columbia;South Carolina;28.0;67686;65707;133393;5708;6074;2.32;SC;Hispanic or Latino;7545
Norwalk;California;35.0;53125;54020;107145;3027;39396;3.88;CA;Hispanic or Latino;76020
Lorain;Ohio;35.6;30844;32807;63651;4905;1531;2.52;OH;Black or African-American;16388
Columbia;South Carolina;28.0;67686;65707;133393;5708;6074;2.32;SC;American Indian and Alaska Native;1420
Auburn;Washington;37.1;36837;39743;76580;5401;14842;2.73;WA;Black or African-American;4032
Winston-Salem;North Carolina;34.7;112520;128712;241232;14521;24302;2.47;NC;Black or African-American;87480
Newark;New Jersey;34.6;138040;143873;281913;5829;86253;2.73;NJ;American Indian and Alaska Native;2268
San Diego;California;34.5;693826;701081;1394907;92489;373842;2.73;CA;American Indian and Alaska Native;16496
Fullerton;California;34.5;69549;71300;140849;5394;43404;2.97;CA;Asian;33937
Akron;Ohio;38.1;96886;100667;197553;12878;10024;2.24;OH;Asian;9033
Kalamazoo;Michigan;26.4;37175;38865;76040;3048;3482;2.36;MI;Asian;2429
Greensboro;North Carolina;35.5;132251;153093;285344;14011;26667;2.36;NC;Asian;12683
Augusta-Richmond County consolidated government;Georgia;33.7;94662;101917;196579;19085;7915;2.67;GA;Asian;4429
Hemet;California;36.8;38622;45251;83873;5613;13330;2.97;CA;Black or African-American;7650
Merced;California;29.7;40048;42392;82440;3723;16348;3.15;CA;American Indian and Alaska Native;2331
Miami;Florida;40.4;215840;225149;440989;7233;260789;2.5;FL;American Indian and Alaska Native;1571
Arlington;Virginia;34.4;113981;115183;229164;12719;55205;2.19;VA;White;171673
Rochester;New York;31.4;100135;109673;209808;7288;17735;2.36;NY;American Indian and Alaska Native;4856
Sandy Springs;Georgia;35.4;48570;56777;105347;3015;19837;2.4;GA;Hispanic or Latino;13670
San Marcos;California;35.4;45246;47688;92934;5189;21558;3.13;CA;Asian;11519
Hollywood;Florida;41.4;75358;74363;149721;6056;55158;2.65;FL;Hispanic or Latino;53247
Fort Myers;Florida;37.3;36850;37165;74015;4312;15365;2.45;FL;Black or African-American;17298
Franklin;Tennessee;38.3;34991;37644;72635;3303;6876;2.73;TN;Hispanic or Latino;4916
Columbus;Ohio;32.5;413981;435086;849067;40238;101129;2.4;OH;American Indian and Alaska Native;11496
Berkeley;California;32.5;60142;60829;120971;3736;25000;2.35;CA;White;82949
Warren;Michigan;43.2;64063;71293;135356;7806;18822;2.45;MI;Black or African-American;29391
Missouri City;Texas;37.2;34932;36846;71778;4274;18556;3.03;TX;Hispanic or Latino;10007
Lauderhill;Florida;35.7;32813;38761;71574;1965;25471;3.02;FL;Asian;2662
Palm Bay;Florida;40.7;51767;56128;107895;10942;12070;2.82;FL;White;84328
Tustin;California;33.4;39511;41052;80563;2434;25034;3.27;CA;White;39660
Santa Clara;California;35.2;63278;62938;126216;4426;52281;2.75;CA;Hispanic or Latino;22402
Rochester Hills;Michigan;41.2;36356;37076;73432;3053;13708;2.66;MI;White;62170
Everett;Washington;37.0;56212;51800;108012;7880;19499;2.36;WA;Hispanic or Latino;15889
Fayetteville;Arkansas;27.1;41959;40873;82832;4744;6313;2.28;AR;Hispanic or Latino;5535
Norwalk;California;35.0;53125;54020;107145;3027;39396;3.88;CA;Asian;16189
Kirkland;Washington;40.8;42159;45108;87267;5156;18570;2.3;WA;White;70491
Fairfield;California;34.7;55550;57422;112972;8607;24503;3.14;CA;White;64106
Newton;Massachusetts;42.3;41985;46824;88809;1814;21692;2.71;MA;Asian;15666
Muncie;Indiana;27.4;32446;37255;69701;2968;1062;2.35;IN;White;59962
Visalia;California;32.6;63695;66399;130094;5547;20779;3.11;CA;American Indian and Alaska Native;2113
Santa Barbara;California;37.8;45068;46784;91852;4518;19441;2.51;CA;Hispanic or Latino;31102
Modesto;California;35.2;104852;106405;211257;9855;39613;2.97;CA;Black or African-American;9869
Enterprise;Nevada;34.1;69146;66328;135474;7526;31173;2.89;NV;Black or African-American;14637
Fort Wayne;Indiana;34.7;124815;133329;258144;13539;19146;2.45;IN;Asian;13596
Fontana;California;29.5;100644;106828;207472;4076;61448;4.15;CA;Hispanic or Latino;156134
Schaumburg;Illinois;36.9;35971;39840;75811;2019;24614;2.72;IL;American Indian and Alaska Native;633
Saint Petersburg;Florida;41.8;123524;133564;257088;20247;28567;2.42;FL;Black or African-American;67798
Tampa;Florida;35.3;175517;193511;369028;20636;58795;2.47;FL;Asian;15814
Yuba City;California;34.5;33654;33290;66944;4706;18032;2.9;CA;White;48746
Santa Ana;California;30.8;167503;167920;335423;4735;152999;4.58;CA;White;163096
Perris;California;26.9;41623;33336;74959;1321;23277;4.78;CA;Hispanic or Latino;54398
Waterbury;Connecticut;36.2;52235;56572;108807;3493;19967;2.71;CT;Hispanic or Latino;38222
Sacramento;California;33.7;237724;252991;490715;19698;112579;2.73;CA;Hispanic or Latino;150153
Worcester;Massachusetts;34.9;90951;93855;184806;9408;36907;2.43;MA;Black or African-American;27491
Flagstaff;Arizona;23.9;33224;37093;70317;3667;4262;2.55;AZ;American Indian and Alaska Native;5117
San Angelo;Texas;32.8;49669;50744;100413;8412;7859;2.5;TX;Black or African-American;6079
Fairfield;California;34.7;55550;57422;112972;8607;24503;3.14;CA;Black or African-American;18274
Huntington Beach;California;41.6;99967;101960;201927;10454;35368;2.67;CA;White;156071
Roanoke;Virginia;36.9;47252;52645;99897;6567;7346;2.35;VA;Asian;3237
Yuba City;California;34.5;33654;33290;66944;4706;18032;2.9;CA;Asian;15065
Saint Louis;Missouri;35.0;153026;162659;315685;17060;21802;2.16;MO;Hispanic or Latino;12261
Broomfield;Colorado;36.8;31755;33310;65065;3966;5316;2.53;CO;Hispanic or Latino;8065
North Charleston;South Carolina;30.7;56549;55315;111864;9651;8789;2.82;SC;American Indian and Alaska Native;1042
Suffolk;Virginia;38.2;43048;45113;88161;10114;2829;2.72;VA;Asian;2248
Garland;Texas;34.5;116406;120430;236836;10407;62975;3.12;TX;American Indian and Alaska Native;3083
Mount Vernon;New York;38.5;31876;36745;68621;2064;23777;2.85;NY;Black or African-American;49830
Centennial;Colorado;42.4;53222;56504;109726;7226;9501;2.66;CO;Asian;7041
Anchorage;Alaska;32.2;152945;145750;298695;27492;33258;2.77;AK;Black or African-American;23107
Dallas;Texas;32.6;639019;661063;1300082;41026;326825;2.59;TX;Asian;47099
El Paso;Texas;33.1;332797;348339;681136;47693;159709;3.03;TX;Hispanic or Latino;542017
Pomona;California;32.1;74945;78307;153252;3251;53879;3.63;CA;Asian;17646
Columbia;Maryland;37.9;52202;51265;103467;6526;23249;2.68;MD;American Indian and Alaska Native;488
Spokane Valley;Washington;36.0;49933;44975;94908;7984;4199;2.39;WA;Asian;1336
Glen Burnie;Maryland;36.5;33398;36461;69859;5298;6971;2.58;MD;American Indian and Alaska Native;708
Bismarck;North Dakota;38.0;34675;35565;70240;4145;2064;2.11;ND;Black or African-American;1700
Waco;Texas;29.3;63452;68890;132342;10716;14235;2.57;TX;White;96958
Portland;Oregon;36.7;313516;318671;632187;29940;86041;2.43;OR;Black or African-American;45914
Lake Forest;California;40.3;41515;40982;82497;3748;20784;2.76;CA;Asian;16690
Waco;Texas;29.3;63452;68890;132342;10716;14235;2.57;TX;American Indian and Alaska Native;794
Indio;California;35.9;43803;43723;87526;3647;22538;3.08;CA;Black or African-American;3300
Stockton;California;32.5;150976;154674;305650;12822;79583;3.16;CA;Hispanic or Latino;128216
Oceanside;California;39.4;87482;88232;175714;18051;37492;2.72;CA;American Indian and Alaska Native;2452
Lewisville;Texas;31.6;52776;52032;104808;4211;24865;2.78;TX;Black or African-American;16948
Erie;Pennsylvania;35.3;48618;50852;99470;7093;6275;2.31;PA;White;78636
New Braunfels;Texas;37.0;33071;36852;69923;5204;5405;2.85;TX;White;63789
Cambridge;Massachusetts;31.5;55421;54981;110402;2495;27757;2.06;MA;Black or African-American;11880
Gilbert;Arizona;33.2;116711;130812;247523;10817;24531;3.2;AZ;Hispanic or Latino;39937
Hampton;Virginia;35.5;66214;70240;136454;19638;6204;2.48;VA;Asian;4561
San Francisco;California;38.3;439752;425064;864816;26276;297199;2.37;CA;American Indian and Alaska Native;8997
Dothan;Alabama;38.9;32172;35364;67536;6334;1699;2.59;AL;American Indian and Alaska Native;656
Worcester;Massachusetts;34.9;90951;93855;184806;9408;36907;2.43;MA;White;131898
Passaic;New Jersey;30.4;36505;34577;71082;693;24174;3.56;NJ;Asian;3338
Portsmouth;Virginia;33.6;45900;50301;96201;10261;1815;2.54;VA;American Indian and Alaska Native;1584
Danbury;Connecticut;37.3;43435;41227;84662;3752;25675;2.74;CT;White;55917
Riverside;California;31.4;160613;161810;322423;12373;69584;3.34;CA;Black or African-American;26147
Pasadena;Texas;31.5;78827;74959;153786;5735;38072;2.95;TX;Hispanic or Latino;105871
Edmond;Oklahoma;32.5;45191;44899;90090;5006;5585;2.68;OK;American Indian and Alaska Native;8051
Menifee;California;37.1;42866;44297;87163;6821;12481;3.06;CA;American Indian and Alaska Native;1639
Greenville;North Carolina;26.2;39897;50691;90588;4283;4183;2.4;NC;Hispanic or Latino;4409
Nashua;New Hampshire;38.3;42926;45049;87975;5532;12693;2.46;NH;White;73977
Carson;California;40.4;43790;49506;93296;4273;33860;3.7;CA;Hispanic or Latino;32938
Frisco;Texas;37.2;73989;80399;154388;6297;30913;3.05;TX;American Indian and Alaska Native;2947
Napa;California;37.2;39828;40601;80429;4678;18449;2.84;CA;American Indian and Alaska Native;1751
Palmdale;California;32.6;76361;81989;158350;6388;41974;3.54;CA;White;73480
Vallejo;California;37.8;58379;62890;121269;8103;30592;2.83;CA;Asian;34753
Arden-Arcade;California;41.5;47596;48680;96276;6511;13458;2.18;CA;American Indian and Alaska Native;2587
Palmdale;California;32.6;76361;81989;158350;6388;41974;3.54;CA;American Indian and Alaska Native;2800
Wyoming;Michigan;32.8;35967;39310;75277;3447;8612;2.65;MI;Black or African-American;8839
Westminster;California;42.9;45538;46573;92111;3435;42227;3.27;CA;Black or African-American;2270
Ann Arbor;Michigan;28.1;58789;58281;117070;3614;20717;2.17;MI;Asian;18797
Arlington;Virginia;34.4;113981;115183;229164;12719;55205;2.19;VA;Hispanic or Latino;35911
Cape Coral;Florida;45.0;85626;89604;175230;14446;24185;2.85;FL;White;163396
Bend;Oregon;37.3;42294;44723;87017;6199;3032;2.39;OR;American Indian and Alaska Native;1818
Sunrise Manor;Nevada;32.5;93505;99103;192608;10663;56530;3.25;NV;Black or African-American;29483
Cleveland;Ohio;36.0;186436;201623;388059;19849;18830;2.24;OH;Asian;10102
Pasadena;California;37.6;67712;74534;142246;4618;40779;2.63;CA;Black or African-American;15909
Kissimmee;Florida;36.7;33283;35869;69152;2449;16879;3.01;FL;Black or African-American;6623
Norman;Oklahoma;30.9;59483;60814;120297;5578;8705;2.47;OK;Asian;6539
Pasadena;California;37.6;67712;74534;142246;4618;40779;2.63;CA;Asian;22794
Oakland;California;35.7;203827;215451;419278;12159;113896;2.56;CA;American Indian and Alaska Native;8380
Tempe;Arizona;28.8;91350;84476;175826;7058;26620;2.44;AZ;White;130346
Scottsdale;Arizona;46.9;115712;121132;236844;16798;27207;2.17;AZ;Black or African-American;5279
Modesto;California;35.2;104852;106405;211257;9855;39613;2.97;CA;American Indian and Alaska Native;4388
Seattle;Washington;35.5;345659;338784;684443;29364;119840;2.13;WA;American Indian and Alaska Native;12804
Bay;Texas;32.9;37977;37508;75485;3478;13192;2.59;TX;American Indian and Alaska Native;2167
Ogden;Utah;31.3;44323;41127;85450;5080;12791;2.68;UT;American Indian and Alaska Native;1717
Wilmington;Delaware;36.4;32680;39277;71957;3063;3336;2.45;DE;Hispanic or Latino;5516
Scranton;Pennsylvania;38.5;37975;39137;77112;5059;8069;2.39;PA;Asian;4722
Shawnee;Kansas;40.1;32313;32745;65058;3575;4136;2.64;KS;American Indian and Alaska Native;485
Overland Park;Kansas;38.2;93355;93156;186511;10461;21407;2.41;KS;Hispanic or Latino;10104
Aurora;Colorado;34.2;177899;180971;358870;25158;65816;2.82;CO;Asian;24673
Santa Barbara;California;37.8;45068;46784;91852;4518;19441;2.51;CA;Black or African-American;2013
Winston-Salem;North Carolina;34.7;112520;128712;241232;14521;24302;2.47;NC;White;139301
Redlands;California;36.2;33993;37035;71028;3445;8681;2.82;CA;Hispanic or Latino;19698
Hesperia;California;29.4;43588;49698;93286;3739;16667;3.52;CA;Asian;2131
Durham;North Carolina;33.2;121153;136445;257598;12528;38642;2.4;NC;American Indian and Alaska Native;3154
Lafayette;Indiana;33.5;34313;36857;71170;5045;5697;2.19;IN;Hispanic or Latino;9151
Saint Charles;Missouri;34.9;32054;36747;68801;4371;5274;2.33;MO;Black or African-American;6842
Mobile;Alabama;38.0;91275;103030;194305;11939;7234;2.4;AL;White;93755
Abilene;Texas;31.3;65212;60664;125876;9367;8129;2.64;TX;Black or African-American;14449
Bayamón;Puerto Rico;39.4;80128;90131;170259;;;;PR;Hispanic or Latino;169155
Lawrence;Kansas;27.4;45592;48324;93916;2986;8701;2.53;KS;Black or African-American;5777
Gulfport;Mississippi;35.1;33108;38764;71872;6646;3072;2.54;MS;White;42870
Largo;Florida;45.1;38166;42841;81007;8310;10489;2.28;FL;Hispanic or Latino;9561
Quincy;Massachusetts;41.0;44129;49500;93629;4147;32935;2.39;MA;Black or African-American;3917
Los Angeles;California;35.0;1958998;2012898;3971896;85417;1485425;2.86;CA;Black or African-American;404868
Phoenix;Arizona;33.8;786833;776168;1563001;72388;300702;2.89;AZ;Black or African-American;132939
Citrus Heights;California;37.8;41982;45071;87053;6171;9466;2.49;CA;Asian;3615
Indianapolis;Indiana;34.1;410615;437808;848423;42186;72456;2.53;IN;White;553665
East Los Angeles;California;32.6;60460;59206;119666;1101;49575;3.75;CA;Asian;1053
Bridgeport;Connecticut;34.1;71509;76110;147619;4646;44475;2.86;CT;White;68007
Somerville;Massachusetts;31.0;41028;39306;80334;2103;22292;2.43;MA;American Indian and Alaska Native;374
Laguna Niguel;California;45.8;30193;35619;65812;2648;12571;2.58;CA;Black or African-American;881
Maple Grove;Minnesota;38.6;31780;36601;68381;2943;7645;2.64;MN;Black or African-American;2951
Birmingham;Alabama;35.6;102122;112789;214911;13212;8258;2.21;AL;White;51728
Knoxville;Tennessee;33.1;89978;95334;185312;10897;10285;2.21;TN;American Indian and Alaska Native;2304
Cary;North Carolina;39.9;78932;81582;160514;7426;30008;2.61;NC;Asian;25124
Frisco;Texas;37.2;73989;80399;154388;6297;30913;3.05;TX;Asian;30341
Irving;Texas;32.3;117189;119428;236617;6207;86756;2.78;TX;Asian;49421
Grand Rapids;Michigan;32.1;95669;99430;195099;8972;19176;2.56;MI;White;143702
Carlsbad;California;42.1;55119;58347;113466;6031;17689;2.68;CA;American Indian and Alaska Native;1513
Hialeah;Florida;43.0;111530;125552;237082;1844;170148;3.31;FL;Asian;1149
Vallejo;California;37.8;58379;62890;121269;8103;30592;2.83;CA;White;56169
Saint George;Utah;37.3;38732;41475;80207;4443;4824;2.81;UT;White;71915
Palm Coast;Florida;48.8;39489;42632;82121;7950;9084;2.76;FL;American Indian and Alaska Native;700
Garland;Texas;34.5;116406;120430;236836;10407;62975;3.12;TX;White;154484
Hialeah;Florida;43.0;111530;125552;237082;1844;170148;3.31;FL;Hispanic or Latino;227508
Layton;Utah;29.5;37748;36394;74142;3811;4268;3.24;UT;Hispanic or Latino;10123
Loveland;Colorado;37.6;37042;38146;75188;5667;3050;2.53;CO;Hispanic or Latino;13567
Downey;California;37.3;53006;61205;114211;2281;39977;3.45;CA;White;77220
Boise;Idaho;34.9;110099;108181;218280;16004;13409;2.61;ID;White;204913
Tuscaloosa;Alabama;29.1;47293;51045;98338;3647;4706;2.67;AL;White;52603
Chino;California;36.5;50989;34610;85599;4186;18666;3.62;CA;Black or African-American;6815
Baldwin Park;California;35.8;38747;38309;77056;780;34322;4.13;CA;Asian;15505
Chino;California;36.5;50989;34610;85599;4186;18666;3.62;CA;Asian;12948
Baldwin Park;California;35.8;38747;38309;77056;780;34322;4.13;CA;American Indian and Alaska Native;316
Mobile;Alabama;38.0;91275;103030;194305;11939;7234;2.4;AL;Asian;5518
Lakeland;Florida;38.1;47840;56570;104410;7390;11592;2.56;FL;Hispanic or Latino;16501
Suffolk;Virginia;38.2;43048;45113;88161;10114;2829;2.72;VA;Hispanic or Latino;3539
Los Angeles;California;35.0;1958998;2012898;3971896;85417;1485425;2.86;CA;Hispanic or Latino;1936732
Davis;California;26.3;33493;34163;67656;2176;13997;2.69;CA;White;47997
Largo;Florida;45.1;38166;42841;81007;8310;10489;2.28;FL;American Indian and Alaska Native;881
Temecula;California;34.2;54407;57619;112026;7587;18884;3.34;CA;Asian;14532
Fullerton;California;34.5;69549;71300;140849;5394;43404;2.97;CA;Hispanic or Latino;53459
East Orange;New Jersey;35.5;29995;34967;64962;1870;15164;2.85;NJ;White;3165
Ellicott City;Maryland;42.4;34406;36526;70932;3856;17587;2.73;MD;White;43537
Port Saint Lucie;Florida;42.1;84069;95341;179410;12416;34003;2.91;FL;Hispanic or Latino;34240
Kennewick;Washington;32.0;38492;40411;78903;5158;8376;2.78;WA;Hispanic or Latino;19395
Brandon;Florida;36.1;55679;58289;113968;9417;16390;2.64;FL;White;80811
Bossier City;Louisiana;32.7;33428;34669;68097;8108;2980;2.4;LA;Black or African-American;19520
Bossier City;Louisiana;32.7;33428;34669;68097;8108;2980;2.4;LA;Hispanic or Latino;5589
Waukegan;Illinois;32.3;45514;42833;88347;3404;30997;2.92;IL;Black or African-American;11697
Olathe;Kansas;33.0;65046;69270;134316;6042;11913;2.97;KS;White;120282
Saint Cloud;Minnesota;30.7;34311;33942;68253;5012;5757;2.41;MN;Hispanic or Latino;2639
Corpus Christi;Texas;35.0;160488;163594;324082;25078;30834;2.69;TX;American Indian and Alaska Native;2972
Yonkers;New York;38.0;96580;104538;201118;4801;61247;2.8;NY;American Indian and Alaska Native;1112
Irving;Texas;32.3;117189;119428;236617;6207;86756;2.78;TX;White;132779
Lakewood;California;39.9;41523;40069;81592;4094;18274;3.13;CA;White;43766
Arvada;Colorado;41.0;54870;60165;115035;8930;4921;2.49;CO;White;107639
San Ramon;California;39.1;39221;36911;76132;2855;29691;3.09;CA;Asian;38970
Bay;Texas;32.9;37977;37508;75485;3478;13192;2.59;TX;Asian;2819
Reno;Nevada;35.7;122292;119151;241443;17089;37070;2.46;NV;Asian;20681
Waldorf;Maryland;33.6;35640;39872;75512;6932;5954;2.69;MD;American Indian and Alaska Native;1918
Moreno Valley;California;30.7;98584;105597;204181;8529;54442;3.9;CA;American Indian and Alaska Native;1843
Joliet;Illinois;33.1;70863;79162;150025;7353;22409;3.13;IL;Black or African-American;27883
Sioux Falls;South Dakota;34.6;86596;84934;171530;8658;12934;2.38;SD;American Indian and Alaska Native;4623
Sugar Land;Texas;42.1;43889;44240;88129;4377;31169;2.95;TX;White;44555
Springfield;Missouri;34.1;81057;85741;166798;12291;7765;2.12;MO;American Indian and Alaska Native;2777
Baltimore;Maryland;34.7;294027;327822;621849;29540;49857;2.51;MD;Asian;20161
Redondo Beach;California;43.0;34855;33330;68185;3014;13536;2.34;CA;White;53811
Bend;Oregon;37.3;42294;44723;87017;6199;3032;2.39;OR;Asian;2726
Naperville;Illinois;38.5;71365;75794;147159;4545;30399;2.76;IL;Black or African-American;9031
Santa Fe;New Mexico;44.1;40601;43511;84112;5083;13824;2.41;NM;Black or African-American;1284
Yakima;Washington;34.0;45147;48553;93700;4705;15717;2.74;WA;White;79286
Gresham;Oregon;36.7;53866;56716;110582;6326;17860;2.67;OR;White;94904
